a_id,a_text,q_id,score
122-q_1,Click on the oval shape to select it. Go to the 'Drawing Tools (Shape) Format' tab in the Ribbon. This tab appears when you have a shape selected. Look for the 'Arrange' group in the 'Format' tab. This group contains options for positioning and aligning shapes. Click on the 'Position' dropdown button within the 'Arrange' group. It should provide options like 'More Layout Options' or 'Position on Page.' In the 'Position' or 'More Layout Options' dialog box you can specify the exact position for the oval. You can set the horizontal and vertical position as well as the distance from the top and left of the page. Enter the values to match the desired position shown in 'Figure X)' Click 'OK' to confirm the new position.,q_1,incorrect
123-q_1,By clicking Position button,q_1,incorrect
128-q_1,First you would select the shape and the click the drawings tools format click the the position button and finally click in top center with square wrapping.,q_1,correct
132-q_1,To change the location of the oval you can click on the Position button in the Drawing TooL (Shape) Format tab. To match Figure X you can choose the 'position in the top center with square text wrapping' option.,q_1,correct
134-q_1,You can do so by selecting the oval shape from the shapes tab and select arrange then select how you would like to arrange the oval shape.,q_1,incorrect
137-q_1,To change location you must click the rainbow shape icon on the top right of the image. Once you click this icon many layout options will appear to move the Oval shape as it is in Figure X),q_1,incorrect
138-q_1,Click shape go to Drawing Tools Shape Format Tab click Positions from the dropdown choose Top Center.,q_1,correct
141-q_1,No answer was provided,q_1,incorrect
142-q_1,Select the oval shape. Go to the Drawing Tools or Format tab in the Word ribbon. In the Arrange or 'Position' group use the buttons labeled 'Bring to FrontSend to BackAlignor 'Position' to change the location of the oval as needed. If you want to move it to a specific location use the 'Position' or 'Move Object' option and specify the coordinates.,q_1,incorrect
147-q_1,To change the location of the Oval in the Word Document we should click on the layout options next to the Oval and choose the square option.,q_1,incorrect
148-q_1,Ctrl+shift+clcik and drag the picture.,q_1,incorrect
150-q_1,Click on the shape > shape format tab > arrange > position with text wrapping > 'position in top center with square wrapping'.,q_1,correct
153-q_1,After inserting the oval shape as in fig.1 you need click on the shape to select it first go to the layout tab and then click on the positions option and select the top middle position to simply move it to the top middle of the page.,q_1,correct
157-q_1,Select the shape click the drawing tools(shape)format click the position button click position in top center with square wrapping.,q_1,correct
159-q_1,No answer was provided,q_1,incorrect
161-q_1,In order to change the location of the shape you should first click the icon in the ''Arrange'' category above. After that you will be able to change the position of the shape by clicking the ''Position'' button and this is where your able to change the location.,q_1,incorrect
165-q_1,You click on the right of the image with a rainbow shaped icon and there will be layout options. This is applying text wrap at the top.,q_1,correct
168-q_1,When you click on the image the Format tab will appear in the ribbon. From the Format tab you can choose Warp Text. Furthermore you should go to Format>Position for options that not only apply text wrap but also position the image on the page.,q_1,incorrect
170-q_1,You can do this by clicking the image which will give you a new tab named Shape format which you will click on and then look for a positions button and use the presets to select the Top center option. You can also just click the image and use your keyboard arrow keys but those tend to be slower.,q_1,correct
171-q_1,Click the mouse arrow in order to move the shape.,q_1,incorrect
174-q_1,select the shape click the drawing tools (shape ) format then click the position button then click 'position in top center with square wrapping'.,q_1,correct
175-q_1,Once clicked on the image you can go to the format tab and click positions. This will give you options for the position of the image instead of simply dragging the picture with your mouse.,q_1,incorrect
176-q_1,Select the shape click the drawing tools (shape) format click the position button and click position in top center with square wrapping.,q_1,correct
17-q_1,You can do so by select the oval select Format or Format Picture. Click the positionthen click the position in top center.,q_1,correct
180-q_1,when it s highlighted all you have to do is press the middle of the shape and move it where you want with your mouse.,q_1,incorrect
188-q_1,To change the location of the oval in the document to mined Oval you would have to go to format then position for options that not only apply text wrap but also the position of the image as seen with texting wrap and choose the options of top. To locate the image on the top.,q_1,correct
191-q_1,When you click on the image the Format tab will appear in the ribbon. From the Format tab you can choose Warp Text. Go to Format>Position for options that not only apply text wrap but also position the image on the page,q_1,incorrect
197-q_1,To change the location of the oval you would have to click on the oval then format and then finally postion. There you will be shown a few different spots on the page where you can move it.,q_1,incorrect
200-q_1,Format tab > position and show up with different image wrapping in any position.,q_1,incorrect
201-q_1,Select the shape Click the Drawing Tools (Shape) Format Click the Position button Click Position in Top Center with Square Wrapping.,q_1,correct
202-q_1,There are two ways that you can move the shape without dragging it around the document with your mouse. The first way to do it while the Shape is highlighted hold the Ctrl button and click on arrow keys. That will move the shape around the document slowly for more precise positioning. The seond way to do it in the 'Shape Format' tab in word is to click on Position. The position tab wil let you chose where you want the shape to be in the document and when you select where you want it to go it will automatically go into that position,q_1,incorrect
206-q_1,Select the shape you want to make changes to then click shape format click Align and then Horizontally: Align Left.,q_1,incorrect
208-q_1,Select the picture go to format wrap text the image drag it to the desired location.,q_1,incorrect
211-q_1,First you will click on the wrap box of the shape and you will choose to move the image to the top middle.,q_1,correct
212-q_1,You should click the small button appearing to its right of the picture which is the 'wrap text' and choose square to change.,q_1,incorrect
219-q_1,I would select the shape then click the drawing tools (shape) format. Next I would click the position button and then click Position in Top Center with Square Wrapping.,q_1,correct
22-q_1,In order to change the location of the oval in the document to the one shown in Figure X we can select the shape Click the Drawing Tools (Shape) Format Click the Position button Click 'Position in Top Center with Square Wrapping.'.,q_1,correct
24-q_1,You would click on the shape Click drawing tools shape format Click on the positions button Lastly click on postion in top with square wrapping.,q_1,correct
26-q_1,In the drawing tools format tab you would first format the image using Wrap Text button. Then to change the position click the Position button and with text wrapping to change the location of the oval image.,q_1,incorrect
30-q_1,You can do it by clicking on the Format tab to choose the Warp Text. You can also go to Format-Position for options to choose where you would like to put the picture.,q_1,incorrect
34-q_1,Press the shape. Go to shape format tab. Press arrange press position press position in top center with square text wrap.,q_1,correct
36-q_1,Click the the box to the right of the oval shape and then click the format then position and choose the top so its in the center.,q_1,correct
44-q_1,The first step is to click on the oval in Figure X) Then click on the 'shape format' in Drawing tools. Click on 'Position' and select the 'top center with square wrapping' choice. The oval image is now positioned as we see it in Figure X),q_1,correct
47-q_1,Position in top center with square text wrapping you can hold control and reposition the shape using your arrow keys.,q_1,correct
50-q_1,You can click position and then click in wrap text. There will be an option like a menu bar that will show different ways of moving the oval shape. For this one it will be position in top center.,q_1,correct
53-q_1,Click on the oval when you see all the dots pop up click and drag in the middle of the oval and you will be bale to put it where you want in word.,q_1,incorrect
54-q_1,You can select the oval go to drawing tools (shape) format then align then align vertical middle click align again and then align to top of the page.,q_1,correct
74-q_1,Click on the oval. Head over to 'Shape Format' click on 'Position' and click on the option that aligns the oval with the top middle.,q_1,correct
75-q_1,You can click on the 'position' button in the format tab.,q_1,incorrect
80-q_1,You could click on the shape (oval shape) and then go to Shape Format then go to Arrange (you could then click on Allign and allign as needed).,q_1,incorrect
81-q_1,inside the drawing tools format tab click on the position button and change the position of the shape to where you want it to be.,q_1,incorrect
83-q_1,Select the shape Click the Drawing Tools (Shape) Format Click the Position button Click Position in Top Center with Square Wrapping.,q_1,correct
84-q_1,In order to change the location of the oval in the document you should select the shape then click the drawing tools format then click the position button and finally click on position in top center with square wrapping.,q_1,correct
85-q_1,To change the location of an oval shape in Microsoft Word without using the mouse select the oval go to the 'Drawing Tools (Shape) Format' tab click 'Position' in the 'Arrange' group and then choose 'More Layout Options.' In the 'Layout' dialog box specify the desired horizontal and vertical position and click 'OK' to apply the changes.,q_1,incorrect
87-q_1,Select the shape then click the Drawing Tools (Shape) Format then click the Position button . Then click Position in Top Center with Square Wrapping.,q_1,correct
89-q_1,click the white small circle then move it up,q_1,incorrect
93-q_1,Slect the shapeclick the drawing tools formatclick the position buttonclick Position in top center with square wrapping .,q_1,correct
