a_id,a_text,q_id,score
186-q_33,you can select from I walked to street ctrl c and then delete move the mouse to the back of store space and then ctrl v.,q_33,correct
187-q_33,The word user should select the words 'I walked on the street ' right click and select cut. Then click on store and right click and press paste.,q_33,correct
189-q_33,Place the cursor at the beginning of the word 'When' in the sentence 'When I entered the store.' Click and drag to highlight the entire sentence 'When I entered the store.' Right-click on the highlighted text and select 'Cut' from the context menu. Alternatively you can use the keyboard shortcut Ctrl+X (Cmd+X on Mac) to cut the text. Move the cursor to the end of the remaining sentence 'I walked on the street.' Right-click and select 'Paste' from the context menu to insert the cut sentence. Alternatively you can use the keyboard shortcut Ctrl+V (Cmd+V on Mac) to paste the text.,q_33,correct
190-q_33,The Word user would select the 'When I entered the store' phrase press CTRL + X and paste CTRL + V after the phrase 'I walked on the street',q_33,correct
192-q_33,You can select and move the text. First select 'I walked on the street' by dragging the cursor across it. It should be highlighted in gray to show that it was selected. Now you can press ctrl+c move your cursor to a new location in the text then press ctrl+v to paste it in the new location.\ Another way is dragging the selected paragraph or sentence into a new location.,q_33,correct
193-q_33,1 Place your cursor at the beginning of the paragraph you want to edit. In this case it was right before 'Brooklyn College.' 2 Click and drag the cursor to select the entire paragraph. The selected text should now be highlighted. 3 After selecting a paragraph start typing new text directly. As you type it will automatically replace the selected text. By following these steps you can edit an existing paragraph without deleting it and typing a new paragraph from scratch.,q_33,incorrect
194-q_33,Dragging the text of 'I walked on the street'> Right- click the text> Click cut or Ctrl+X> Move to after the word of ' Store'> Paste the 'I walked on the street'.,q_33,correct
197-q_33,A word user can use copy cut and paste commands on the sentance to fix it. They can copy the 'When I entered the store' cut it from the sentence than paste it to the front of the sentence.,q_33,correct
198-q_33,So the Word user should click to change the paragraph above into the paragraph: You can do this by just selecting the text and than click and drag your crusor across the text. You will be able to text change into When I entered the store I walked on the street.,q_33,correct
200-q_33,select text and drag to move whatever place.,q_33,correct
201-q_33,Select the part 'When I entered the store' copy it and press the delete key--> Click on the part 'I walked on the street' such as the I-beam is in front of it--> paste the text. This will change the paragraph.,q_33,correct
204-q_33,First place the cursor at the beginning of the first sentence in the paragraph. In this case it's before 'I walked.'Then click and drag your cursor to select the entire sentence including the period at the end.After selecting the sentence release the mouse button. Cut the selected text by either pressing 'Ctrl+X' on the keyboard or right-clicking the highlighted text and selecting 'Cut' from the context menu. Now place the cursor at the beginning of the second sentence before 'When.' Paste the cut text by either pressing 'Ctrl+V' on your keyboard or right-clicking and selecting 'Paste' from the context menu.,q_33,correct
210-q_33,I would click the left button on my mouse and highlight the text 'I walked on the street.' Afterwards I would right click and press the 'cut' button to cut out that text and then repaste the text between the word 'store' and the punctuation mark that ended the sentence (the period). I would do this by pressing ctrl + v.,q_33,correct
211-q_33,First you will copy When I entered the store using the control + c short cut and delete the text after. Next you will use the control + v shortcut to copy and paste the text in front of When I entered the store .,q_33,correct
212-q_33,To change the first paragraph to the second you can select the part that you want to move and cut using Ctrl+X (Cmnd+X) then paste it to the place that you want using Ctrl+V (Cmnd+V).,q_33,correct
213-q_33,Select the words I walked on the street and cut them(Ctrl +X on Windows or Cmnd + X on Mac.)Then move the cursor to the place before the period(.)and paste(Ctrl +Von Windows or Cmnd +V on Mac)the words you cut at that place.,q_33,correct
215-q_33,You select 'When I entered a store' and right click and hit cut then paste it before 'I walked on the street'. Or hit command x to cut and command v to paste,q_33,correct
216-q_33,Select the words I walked on the street and cut them(Ctrl+X on Windows or Cmnd+X on Mac.) Then move the cursor to the place before the period(.) and paste (Ctrl+V on Windows or Cmnd+V on Mac) the words you cut at that place.,q_33,correct
217-q_33,You can highlight the section 'When I entered the store' with your mouse and select cut via right clicking or using ctrl + x. Then you paste that at the front of 'I walked on the street.',q_33,correct
219-q_33,You would select the paragraph then click the Home option at the top of the document. Next you'd click editing then replace which will give you the options to replace the first paragraph with the new one.,q_33,incorrect
21-q_33,A Word user should click on the find and replace menu and from there add the word(s) they would want to replace in the text.,q_33,incorrect
23-q_33,,q_33,incorrect
29-q_33,you can highlight when I entered the store first from the first paragraph. Copy using Ctrl+C(Cmnd+C) move your cursor to the new location on the word document in the text past to the new location with Ctrl+V(Cmnd+V),q_33,correct
34-q_33,You can move the texts between pages between paragraphs or even between programs and windows. You can also drag the text to a new location within the same paragraph. You can also copy the second part and paste it in front of it.,q_33,correct
36-q_33,Select text 'I walked on the street' click it and drag it to the end but right before the period.,q_33,correct
45-q_33,Click Cntl X and then move the curser after the period then paste Cntl V,q_33,correct
48-q_33,Select the When I entered the store portion of the sentence and then copy it using Ctrl+C (Cmnd+C) the move your cursor to the new location of in front of the original sentence infront of the I then paste using Ctrl+V (Cmnd+V) and then take that already selected portion of the When I entered the store in the original position (after the word street ) and cut it using Ctrl+X (Cmnd+X),q_33,correct
50-q_33,Click and drag the text by using the cursor. you can delete or edit the text you have selected. One more way with the the right click option is to copy and paste selected text,q_33,correct
51-q_33,You can click on the Review tab Editor button and perform the correction options it gives you.,q_33,incorrect
53-q_33,In this situation word should have put and red line uner the cpatial w when because it is a grammatical mistake and when you click on the red line it will give you many other options on how to fix it and you can select the correctone.,q_33,incorrect
54-q_33,Highlight 'When I entered the store' then right click and copy the text. Delete the highlighted portion. Then paste what you highlighted in front of 'I walked on the street'.,q_33,correct
55-q_33,You can select 'When I entered the store' and drag it to the beginning of the paragraph/sentence. If there is extra space left next to street and the '.' then remove that extra space.,q_33,correct
59-q_33,A Word user can change the paragraph by using the cut and paste function. To do this the user should highlight When I entered the store and press Ctrl+X or Cmnd+X on a mac to cut the text. Afterwards the user should put the cursor before I walked and press Ctrl+V or Cmnd+V on a mac to paste the text.,q_33,correct
5-q_33,,q_33,incorrect
64-q_33,Select 'When I entered the store' cut the selected segment click the front of the sentence and paste it,q_33,correct
65-q_33,you can highlight the part you want to move and drag it with the mouse to the other side and this should give you what you want!,q_33,correct
69-q_33,I would use the copy feature by using Ctrl+C (Cmnd+C) to copy 'When I entered the store' and then paste it to the new location with Ctrl+V (Cmnd+V).,q_33,correct
70-q_33,'I walked on the street' is where you'll copy then delete it then paste it afterwards 'When I entered the store' and you'll get that paragraph,q_33,correct
72-q_33,Click and drag your cursor across the second part of text in order to select it. Copy using Ctrl+C (Cmnd+C) move your cursor to the new location (begining) of text then paste to the new location with Ctrl+V (Cmnd+V). Then cut using Ctrl+X (Cmnd+X).,q_33,correct
77-q_33,You would use your mouse and select When I entered the store without the period and then click and hold the mouse to move the select quote to the front of the sentence.,q_33,correct
80-q_33,In the second paragraph you could click Ctrl + C (second pragraph) + then click Ctrl + V to paste into new location you would like to put it. It should automatically show as second paragraph writing instead of the first paragraph.,q_33,correct
82-q_33,Right-click over the selected text When I entered the store and choose Copy . Then paste the copied text after I walked on the street by right-clicking and choosing Paste .,q_33,correct
84-q_33,In order for the word user to change the paragraph into the above paragraph you can click on home then click on replace with to see options you can replace.,q_33,incorrect
90-q_33,Click in front of 'When' and drag the cursor to select the text 'When I entered the store'. Cut using Ctrl+X click on the front of the sentence then paste the cut text with Ctrl+V,q_33,correct
91-q_33,Highlight the part When I entered the store then drag that in front of 'I walked..',q_33,correct
97-q_33,I can select the phrase When I entered the store and click it to drag the phrase to beginning of the sentence which is befote When I enter the store .,q_33,correct
98-q_33,What you can do to change the paragraph above to the paragraph below is to click and dragg your cursor across the text copy using Ctrl+c(Cmnd+c) move your cursor to the new location of the text then paste to the new location with Ctrl+V (Cmnd+V). There's also another way and it can be done by clicking the text and drag it to the new location.,q_33,correct
99-q_33,One way to change the first paragraph into the second paragraph is by selecting the word 'When' and then dragging the word in front of the letter 'I.',q_33,correct
9-q_33,1) select the text ' When I entered the store' right click and select Cut 2) place the cursor at the beginning and right click select Paste. 4) add a space between 'store' and 'I'. 3) it became 'When I entered the store I walked on the street.',q_33,correct
103-q_43,Highlight a text > Insert > Links > Hyperlink > add the hyperlink address in the address tab > click ok,q_43,correct
104-q_43,he first step use the shortcut Ctrl+K. The Text to display textbox at the top contains the text that will be formatted as a hyperlink. It can be changed from this window. The Address textbox at the bottom is where the hyperlink will send to users. Type a webpage URL or email address in the Address textbox. Click OK.,q_43,correct
108-q_43,,q_43,incorrect
111-q_43,Select the text from which you want to make a hyperlink and go to the Insert tab then Link button which is the Insert Hyperlink dialog box will open and Click OK.,q_43,correct
113-q_43,Select the text or picture that you want to display as a hyperlink. Press Ctrl+K. You can also right-click the text or picture and click Link on the shortcut menu.,q_43,correct
118-q_43,Select the text from which you want to make a hyperlink Insert tab Link button (the Insert Hyperlink dialog box will open) Click OK,q_43,correct
121-q_43,You can highlight the text select the insert tab and select insert link and put the link address into the space given.,q_43,correct
123-q_43,select the text- Iright click on mouse - Paste the link - select - ok,q_43,correct
124-q_43,I would right click the text I want to make a hyperlink and select Hyperlink.,q_43,correct
126-q_43,Using the cursor click and drag over the text to which you would like to apply the hyperlink to highlight and select it. Go to 'Insert' in the ribbon then press on 'Link.' (Alternatively use the keyboard shortcut Ctrl+K.) This will open up a new box where you can type or paste the link at hand. Press 'ok' to finalize this change.,q_43,correct
127-q_43,Highlight the text and right-click it. Select 'link' from the options presented. This will open up a window where you can direct the link to both local files as well as Online websites. In the window you can either type in the link of the website or find the website Online copy the link from there and then paste the link into the window. Press 'OK' and then you will see that the highlighted text has a link assigned to it.,q_43,correct
129-q_43,Choose the text you would like to add a hyperlink to.Right click the text and choose hyperlink.This will open the dialog box where you are able to add the url or the email address.Once you click ok the hyperlink is added.,q_43,correct
12-q_43,To add a hyperlink to existing text you first select the text that you want to turn into a hyperlink --> right-click on the text --> On the shortcut menu click Hyperlink --> In the Insert Hyperlink dialog paste the link in the Address box and click OK.,q_43,correct
136-q_43,To enter a hyperlink into an existing object you have to: Select the text you that want to make a hyperlink -> Click the Insert tab -> Click the Link button which will open the Insert Hyperlink dialog box -> Click OK.,q_43,correct
137-q_43,To enter a hyperlink into an existing text you highlight the text you wish to change into a hyperlink. Once it is highlighted right-click the selected text and select Hyperlink. After a hyperlink dialog box will appear and the text to display textbox at the top contains the text that will be formatted as a hyperlink. The Address textbox at the bottom is where the hyperlink will send users so you would type a webpage URL or email address in the Address textbox. Afterwards the text will change into a hyperlink once inserted. Then the text will appear blue and underlined to show it is now a hyperlink.,q_43,correct
139-q_43,You can select the existing text. And you should click 'insert' on the top ribbon then click 'link' button for you to insert a hyperlink.,q_43,correct
147-q_43,Selecting piece of text Open the Insert Link dialog box window by Clicking on Ctrl + K or Cmnd + K on mac. After type the webpage s address in the Address input box. Finally click OK for the link to be added to that text and to close the dialog box.,q_43,correct
148-q_43,1) Select the text that you want to change into a hyperlink. 2) right-click the mouse and then select Hyperlink. 3) and then it will allow you to add a text to a textbox 4) and that s where you will put the link 5) when the link is inserted the text will change to the hyperlink style. It will be Blue underlined.,q_43,correct
151-q_43,1) On Windows CTRL + K on Mac Command + K 2) Insert -> Hyperlink,q_43,correct
153-q_43,By selecting the text from which you want to make a hyperlink then on the insert tab. Then link button (the Insert Hyperlink dialog box will open). Then click OK.,q_43,correct
156-q_43,To enter a hyperlink into an existing file select the text you want to convert into a hyperlink go to the insert tab click on the hyperlink button in the link group enter the url to the link you want the hyperlink to navigate to.,q_43,correct
160-q_43,Display the text you want to make a link to and click the 'Insert Hyperlink' button in the toolbar. This will open a dialog box where you can enter the URL you want to link to.,q_43,correct
161-q_43,If you choose to add a hyperlink into an existing paragraph you should first go to the insert tab then the media group video and then online videos. When you are here insert the link of the online video and insert.,q_43,correct
162-q_43,Open your PowerPoint presentation. Navigate to the slide where you want to add the hyperlink to existing text. Select the text that you want to turn into a hyperlink. Click and drag to highlight the text. With the text selected right-click on it. A context menu will appearIn the context menu choose the 'Hyperlink' option. This will open the 'Insert Hyperlink' dialog box.In the 'Insert Hyperlink' dialog box you can enter the URL or web address you want to link to in the 'Address' or 'URL' field. You can also link to a specific slide within your presentation by selecting 'Place in This Document' and then choosing the slide you want to link to. After specifying the hyperlink destination click the 'OK' button to create the hyperlink. Use the shortcut Ctrl+K. Right-click the selected text and select Hyperlink Insert>Links>Hyperlink.,q_43,correct
163-q_43,Select on the text that you would want to insert the link and then insert the link then you would type the link address.,q_43,correct
169-q_43,First Select the text that you want make it become a link --> Ctrl + K --> For a link to a webpage type the webpage's address in the 'Address' input box. --> click ok the text will become a hyperlink.,q_43,correct
175-q_43,Select the existing text you can right click on the text and press the option select hyperlink and then input the link and the existing text will turn into a hyperlink.,q_43,correct
176-q_43,Select the text that will be made into a hyperlink click on the insert tab click the link button paste the link into the insert hyperlink box and click ok.,q_43,correct
177-q_43,select the text from which you want to make a hyperlink and insert tab link button(where the dialogue box will open) and click ok.,q_43,correct
180-q_43,highlight the text you want to add a hyperlink to -> go to insert tab -> press link -> a box will show uop and in the box tnext to the word address: you can insert the url of the page you want to put in.,q_43,correct
185-q_43,To add a hyperlink to a Word document select the text to be changed into a hyperlink --> Ctrl+K,q_43,correct
186-q_43,Select the text from which you want to make a hyperlink Insert tab Link button Click OK.,q_43,correct
188-q_43,Right-click on the text you wish to become a hyperlink after selecting it. Select 'Hyperlink' from the shortcut menu. Paste the URL into the Address field of the Insert Hyperlink dialog box then click OK.,q_43,correct
189-q_43,Highlight the Text Right-Click: Right-click which will open a context menu Choose 'Hyperlink' Enter the URL: A dialog box pops up. And in this box there's a field where you can type or paste the URL or web address you want to link to. Then click Apply,q_43,correct
18-q_43,First highlight the text > right click > click on hyperlink on the drop down > paste address into the text box titled address > Hit ok,q_43,correct
190-q_43,Highlight the text > Right Click > Select Hyperlink > Either pick a file on the computer or a webpage.,q_43,correct
191-q_43,to link to a website or document highlight the text. Click the 'Insert' tab then 'Link'. Find your file or paste your website link. Click 'OK'.,q_43,correct
194-q_43,Right-click over the select text> choose Link option> put the link in Address box>Click Ok,q_43,correct
195-q_43,10) Select the text from which you want to make a hyperlink Insert tab Link button (the Insert Hyperlink dialog box will open) Click OK.,q_43,correct
196-q_43,To enter a hyperlink into an existing text you first select the text you want to make a hyperlink to and then go to Insert tab then Link button where the Insert Hyperlink dialog box will open and then you click OK,q_43,correct
1-q_43,Select/ highlight the existing text you want to add the hyperlink to right click the text or press command K on the mac or windows and select the hyperlink option on the side menu. After that you can add your hyperlink to the text.,q_43,correct
200-q_43,select the text for hyperlink > insert > click hyperlink >enter address,q_43,correct
201-q_43,To add a hyperlink to a Word document select the text to be changed into a hyperlink. Right-click the selected text and select Hyperlink. This will open up the Hyperlink dialog box. Type a webpage URL or email address in the Address textbox. When the hyperlink is inserted the text will change to the hyperlink style. By default this is blue and underlined but this is customizable in the Color Theme options. (Design>Colors>Customize Colors.),q_43,correct
205-q_43,You can go to the insert tab select the text then select Link in the ribbon bar and you can add the hyperlink.,q_43,correct
208-q_43,Select the text which you want to make a hyperlink click insert tab press the Link button the Insert Hyperlink dialog box will open add the link click OK.,q_43,correct
20-q_43,Select the text from which you want to make a hyperlink - Insert tab - Link button (the Insert Hyperlink dialog box will open) - Click OK,q_43,correct
210-q_43,I can hold down the left click on my mouse and I could drag my cursor to highlight the text I want to add the hyperlink too. Afterwards I could right click that text and press the 'hyperlink' button on the menu that pops up. To get specific if I wanted to add a website to the hyperlink I could type or paste the website address into the address bar that shows under 'existing file or webpage and then press the 'okay' button on this menu make the change take place.,q_43,correct
213-q_43,Select the text from which you want to make a hyperlink Insert tab Link button Click OK.,q_43,correct
214-q_43,1) Select the text you want to add the hyperlink to. 2) Right-click on the selected text and choose 'Hyperlink...' from the context menu or go to the 'Insert' tab in the Ribbon and click on 'Hyperlink' in the 'Links' group. 3) In the 'Insert Hyperlink' dialog box enter the web address (URL) in the 'Address' field or navigate to a file or location if you're linking to a local file. 4) Click 'OK' to insert the hyperlink.,q_43,correct
215-q_43,You can select the text you wish to be hyperlinkedright click on it then choose hyperlink and insert what you would like to connect. or click command k instead of right click,q_43,correct
216-q_43,Select the text from which you want to make a hyperlink Insert tab Link button (the Insert Hyperlink dialog box will open) Click OK.,q_43,correct
218-q_43,Highlight the intended text click (Ctrl) + (K) and either insert the link or go to the file you want the text to be linked to.,q_43,correct
22-q_43,Insert > Links > Hyperlink.,q_43,correct
25-q_43,,q_43,incorrect
26-q_43,To add a hyperlink to existing text I would select the text I want to add a link to. Then go to Insert tab and click Links and add a hyperlink address to the text.,q_43,correct
28-q_43,Select the text that you want to turn into a hyperlink. Right-click on the selected text and choose 'Hyperlink' from the menu or go to the 'Insert' tab and click on 'Hyperlink' in the 'Links' group. In the 'Insert Hyperlink' dialog box that appears enter the URL of the webpage you want to link to in the 'Address' field. Click 'OK' to create the hyperlink,q_43,correct
2-q_43,Highlight the text and click Control+K or highlight then right click the text and click hyperlink.,q_43,correct
31-q_43,Going to the insert tab on the ribbon and select link.,q_43,correct
32-q_43,Highlight the text you want to be a hyperlink. Go to insert tab and from links section click link. Enter URL address and click OK. Hyperlink will chage color to blue and will have underline.,q_43,correct
35-q_43,you can click and drag the mouse over the word you want to hyperlink and then right click and there is an option for 'link' and it will bring up a pop up and you want to copy and paste the url from the website you want to link then paste it in the link pop up that appears then close it and in view mode youll be able to click it and it will link you to the website you dropped the url into.,q_43,correct
36-q_43,Ctrl + K or right click the selected text and select hyperlink,q_43,correct
38-q_43,Right click on the text then click on the 'Link' option. Insert the address of the website that you want to have the text link to.,q_43,correct
3-q_43,select the text desired- right click- hyperlink,q_43,correct
41-q_43,To enter a hyperlink into an existing text first select the desired text navigate to the insert tab and then click 'Link Button' where you insert hyperlink dialogue box.,q_43,correct
42-q_43,,q_43,incorrect
46-q_43,Select the text from which you want to make a hyperlink and Insert tab and Link button the Insert Hyperlink dialog box will open and click ok.,q_43,correct
4-q_43,Select the text from which I want to make a hyperlink > Insert tab > Link button (the Insert Hyperlink dialog box will open) > Click OK.,q_43,correct
59-q_43,One way of entering a hyperlink into a text is to firstly higlight the text you will like to enter into a hyperlink. Then right-click the text and choose the hyperlink option. This will open the dialog box and you will need to insert the link into the box. Lastly click OK and the hyperlink will be added.,q_43,correct
60-q_43,To enter a hyperlink into an existing text first selct the text then right click on it and choose the hyperlink option. Then you can insert the link in the address section at the bottom and press OK.,q_43,correct
61-q_43,You add a hyperliink by selecting the text you want to change into a hyperlink and click Ctrl + K. A text box will pop up and at the top contains the text that will be turned into a hyperlinkt then you type a webpage URL or email address in the Address textbox.,q_43,correct
63-q_43,First you have to highlight the existing text by holding left click on the start of the text until you reach the end of the text. After that right click the highlighted text and select 'Hyperlink' then paste in your desired address/link into the box and press OK.,q_43,correct
65-q_43,To add a hyperlink select the text that you would like to change into a hyperlink use the shortcut (Ctrl + K) from there it will open up a hyperlink dialog box The Text to display textbox at the top contains the text that will be formatted as a hyperlink. It can be changed from this window and the text box at the bottom is where the hyperlink will send users!,q_43,correct
66-q_43,Inorder to enter a hyperlink select the text which you wish to insert that hyperlink click on the Insert tab click the Link button in the Insert Hyperlink dialog box type in or copy and paste the address (url) of an existing file or a website and then click okay.,q_43,correct
68-q_43,right-click the text and click Link on the shortcut menu. In the Insert Hyperlink box type or paste your link in the Address box.,q_43,correct
72-q_43,Select the text from which you want to make a hyperlink > Insert tab > Link button (the Insert Hyperlink dialog box will open) Click OK.,q_43,correct
77-q_43,Select the text or picture in which you want to insert a hyperlink onto or just click on the space in which you would like to add the hyperlink to. Click on Insert click on Link which looks like a infinity sign to add a hyperlink type or paste the link address into the address space and write in the text to display if you d like. OR select a link from the current folder. OR click on Browse the Web button and then click on the Ok button. and,q_43,correct
81-q_43,select on the text and pres ctrl+k insert the address and press ok.,q_43,correct
82-q_43,Select the text or object that you want to make into a hyperlink. On the Home tab under Insert click Text and then click Hyperlink. In the Link to box enter the Web address.,q_43,correct
83-q_43,To do this you would have to select the target word which we want to create a hyperlink. Then we right click our mouse and choose hyperlink. Then we choose the webpage we want to use as the hyperlink and press insert.,q_43,correct
88-q_43,We can right-click the text or picture and click Link on the shortcut menu and also insert hyperlink box type or paste our's link in the Address box.,q_43,correct
92-q_43,Select the text from which you want to make a hyperlink click the Insert tab click the Link button (the Insert Hyperlink dialog box will open) and click OK.,q_43,correct
95-q_43,First select the existing text then click on Link button from the Insert tab this will open a dialog box for you to input the link lastly click OK,q_43,correct
97-q_43,I can enter a hyperlink into an existing text by click the Insert tab then click links and click Hyperlink.,q_43,correct
98-q_43,It can be done by selecting the text you want to change to a hyperlink go to insert then links and then go to hyperlinks. This will open the hyperlink dialog box then you look at the bottom at the box where it says 'Address' and you can type a webpage URL to insert the hyperlink.,q_43,correct
100-q_14,This object is the Content Placeholder. Click the Pictures icon inside this content placeholder to open the Insert picture dialog box ->Scroll through the list of files on the Desktop to find that picture-> double-click the name of thispicture which will insert it into the slide thus replacing the placeholder.,q_14,correct
103-q_14,Click inside content box > Select pictures in the icon group > Find where your picture is saved in your PC > Click on the picture > Click insert,q_14,correct
106-q_14,You must click the picture icon inside the content placeholder which will open the insert picture/image dialog box you will then scroll through the files on the desktop to find the picture you want after finding it double click the name of this picture and then it will be inserted into the slide.,q_14,correct
107-q_14,So first you would either copy and paste the picture on or you would try to download the picture and then upload it onto the slide.,q_14,incorrect
10-q_14,You can choose the 'From a file' option and search your PC for the image you wish to insert into the slide.,q_14,incorrect
115-q_14,This object is a content placeholder. Click the picture icon inside this content placeholder to open the Insert picture dialog Box Scroll through the list of files on the desktop to find the picture double click the name of this picture which then will be inserted into the slide replacing the content placeholder.,q_14,correct
117-q_14,This object shown is a content placeholder in order to inserst a picture already in your computer select the pictures icon inside placeholder this will open the insert picture dialog box. Scroll through your desktop files to find the picture you'd like and double click on the file name of this picture your picture will be inserted and replace the content placeholder.,q_14,correct
119-q_14,Click the picture icon then the files will pop up and then navagate to the correct image double click to insert.,q_14,correct
121-q_14,You can do this by selecting the insert section on the top selecting picture and clicking picture on file to search through the files for the picture you wish to insert.,q_14,incorrect
123-q_14,You can click and drag the picture or you can click Insert- Picture- Click from file - select you picture - Insert.,q_14,incorrect
125-q_14,Click the pictures icon to open Insert picture dialog scroll through the list of files on your Desktop to find the picture double click the name of the picture and it will appear on the slide.,q_14,correct
127-q_14,Press the INSERT tab in the ribbon. Then choose 'Pictures.' This will take you to your file folder which you can then navigate to choose an image.,q_14,incorrect
129-q_14,You click the first icon in the second row and it will show you a folder of pictures already saved to your computer. You click on the desired picture and click insert.,q_14,correct
132-q_14,To insert a picture inside of the object in Figure X you click the Pictures icon inside of the content placeholder. It will open an Insert picture dialog box where you will scroll through the files on your Desktop's folder to find the picture. When you double-click the file it will be inserted into the slide and will remove the placeholder.,q_14,correct
134-q_14,Click on insert then click on pictures and choose the picture from the file explorer.,q_14,incorrect
13-q_14,The icon on the bottom far left will allow you to choose a picture form your computer and upload it to the document.,q_14,correct
141-q_14,If a user wishes to insert a picture from the desktop folder on the PowerPoint slide the user should click on the bottom left icon of the options listed. From there the user can insert the image on the PowerPoint slide from whatever folder the picture is saved from.,q_14,correct
146-q_14,There are 8 buttons available. Click the lower left corner button. Go to your folder and upload the picture.,q_14,correct
148-q_14,1) Click on insert all the on the top of the ribbon area. 2) Click on the picture button and it will go to your download area in your computer choose an image you want to insert click on it and add in to the slides.,q_14,incorrect
151-q_14,Click Insert picture from File button (frst left down button) -> Chose the picture,q_14,correct
152-q_14,1) click the pictures icon among the items in the slide box 2)select the pic downloaded on your computer to insert by typing the file name,q_14,correct
155-q_14,This is the Content placeholder. Click the picture icon inside the Content placeholder to open the Insert picture dialog box > scroll through the list of files on the Desktop to find the picture > double-click the name of this picture to insert it into the slide replacing the placeholder.,q_14,correct
156-q_14,You can insert a picture by navigating to the Insert tab select the picture and then add a picture using any of the listed options.,q_14,incorrect
15-q_14,You press the bottom left icon that shows the computer and from there it will give you the option to insert the image.,q_14,correct
164-q_14,This can be done by clicking the Pictures icon inside the content placeholder to open the Insert picture dialog box then scroll through the list of files on the Desktop to find the picture and then double-click the name of the picture which will insert the picture into the slide which will replace the placeholder.,q_14,correct
165-q_14,you click the second button where it says picture and you go to your desktop folder and look for the picture you saved and click open and it will be pasted.,q_14,correct
167-q_14,This element is known as the Content Placeholder. To add an image select the Pictures option within this placeholder which will prompt the Insert picture dialog box to appear Navigate through the Desktop's file directory to locate the desired image  upon finding the image insert it into the slide by double-clicking on its filename effectively taking the place of the placeholder.,q_14,correct
169-q_14,click the 'picture' locate in the first of the second line --> a insert window shows out you can choose what picture you want to choose in you computer folder.,q_14,correct
16-q_14,This object is a Content Placeholder. Click the Pictures icon inside the content placeholder to open the Insert picture dialog box then Scroll through the list of files on the desktop to find that picture then double-click the name of this picture which will insert it into the slide replacing the placeholder.,q_14,correct
172-q_14,you can insert a picture inside the object by pressing the icon that is on the bottom left that has the sunmountainand computure icon or you can go to insert then pictures then click this device.,q_14,correct
173-q_14,If our picture is already located in our computer desktop folder we would need to click on our 'computer image icon' and click insert then powerpoint would just add it and we then adjusted to our liking.,q_14,correct
174-q_14,Click the Pictures icon inside this content placeholder to open the Insert picture dialog box Scroll through the list of files on the Desktop to find that picture  double-click the name of this picture which will insert it into the slide thus replacing the placeholder.,q_14,correct
175-q_14,In Figure Xseven from the icons in the center of the slide the one on the bottom left will grant you the ability to select/insert a picture. From there you can navigate the files and choose the designated picture you want to insert and press insert.,q_14,correct
179-q_14,The object shown is the content placeholder. To insert a picture open the insert picutre dialogue box scroll through the list of files on you desktop to find your desired picture double click the name of the picture and you will see the picture inserted into the slide replacing the placeholder.,q_14,correct
17-q_14,,q_14,incorrect
182-q_14,Click the picture icon in the placeholder. This opens the insert picture dialog box. Find the picture by scrolling through the list of files and double click on the file to insert it.,q_14,correct
184-q_14,the bottom left option is labeled pictures if you press on this any photos saved to the computer will appear and then you can apply it to the powerpoint.,q_14,correct
187-q_14,You can insert a picture by clicking on the bottom left icon. This will open your images that you already have saved in your computer. From there you can go to where you have your pictures stored select the image you desire and then press insert.,q_14,correct
191-q_14,By default your computer's Pictures folder will pop up. If your images are stored elsewhere navigate to the appropriate location to find your image. Click on the picture or image you wish to insert.,q_14,incorrect
192-q_14,You'd click on the option at the bottom left corner. That has a computer on an image. Then you can click the image you want to insert from your computer's desktop folder. You can then edit the image and its' location on the slide.,q_14,correct
193-q_14,Open the PowerPoint presentation. Navigate to the slide where you want to insert the picture inside the object or shape. If the object or shape you want to insert a picture into is not already on the slide you can add it by going to the Insert tab in the PowerPoint ribbon and selecting Shapes. Select the shape you want to use and draw it on the slide. Now click on the object or shape to select it. After selecting the object or shape go to the Format tab in the PowerPoint ribbon. In the Insert Shape group click Edit Shape and select Change Shape. Select 'Rectangle' or any other shape you want as the container for your picture. Your object or shape will now be in the desired shape (for example a rectangle). Return to the Format tab and click picture in the Insert Shape group. This will allow you to browse your computer for pictures to insert. Find the picture in your computer's desktop folder select it and click Insert. The selected picture will be inserted into the shape or object you create fitting its dimensions.,q_14,incorrect
194-q_14,Click the Pictures icon inside of content placeholder to open the Insert picture dialog box > Scroll the list of files to find that picture > double-click the name of picture> Click Insert.,q_14,correct
196-q_14,To insert an image you click on the picture icon in the content placeholder. You then scroll through the lists of files on your desktop that finds your picture. Then you double-click the name of the picture and the picture would be placed inserted in the slide.,q_14,correct
197-q_14,If you want to insert a picture you would click on the bottom left icon (the picture with the tiny computer) which will let you browse your downloaded photos so you could insert it.,q_14,correct
198-q_14,You can insert a picture inside the object shown in Figure X is first of all this is a content place holder and what you have to do to insert the picture is the first step is by clicking the icon holder inside this content placeholder to open the Insert picture dialog box and than scroll through the list of files on the Desktop to find that picture  double-click the name of this picture which will insert it into the slide thus replacing the placeholder.,q_14,correct
199-q_14,This object is the Content Placeholder. Click the Pictures icon inside this content placeholder to open the Insert picture dialog box Scroll through the list of files on the Desktop to find that picture  double-click the name of this picture which will insert it into the slide thus replacing the placeholder.,q_14,correct
1-q_14,Select the insert picture button and it allows you to insert the picture of choice into the slide.,q_14,correct
